3.52173	-0.111539	0.323526	5.91567	-0.48964
3.41187	0.663873	0.0310114	5.75853	-1.10467
2.67334	1.35249	-0.316933	5.57627	-1.63361
2.62451	1.90289	-0.651251	5.37117	-2.05769
2.86255	2.2688	-0.933391	5.1462	-2.365
2.90527	2.42006	-1.02496	4.90484	-2.55107
2.4292	2.35205	-0.803604	4.65097	-2.61813
1.29395	2.08481	-0.361372	4.38864	-2.57453
0.567627	1.6545	0.0317713	4.12177	-2.43461
0.183105	1.10662	0.194504	3.85379	-2.21809
0.177002	0.495397	0.214677	3.58741	-1.94811
0.537109	-0.115078	0.326713	3.32471	-1.64814
1.00708	-0.654526	0.640815	3.06739	-1.33877
1.45874	-1.05661	1.01854	2.81704	-1.03547
1.53809	-1.27285	1.18204	2.57545	-0.747764
1.72729	-1.28523	0.930976	2.34461	-0.479856
1.87988	-1.11164	0.3007	2.12676	-0.232264
1.86157	-0.80118	-0.448931	1.92422	-0.00350906
1.98975	-0.422116	-1.00632	1.73927	0.208439
2.21558	-0.0467767	-1.19146	1.57401	0.405155
2.80762	0.263296	-1.00872	1.4303	0.587372
3.22876	0.468643	-0.587247	1.30971	0.755185
2.83813	0.555509	-0.114688	1.21358	0.908301
2.74658	0.53044	0.210743	1.14289	1.04569
2.67944	0.411596	0.278411	1.0981	1.16487
2.99683	0.224186	0.16562	1.07901	1.26185
3.59497	0.000242302	0.0846478	1.08475	1.33207
3.97339	-0.222114	0.191295	1.11392	1.37175
4.25415	-0.403804	0.43897	1.16478	1.37908
3.57056	-0.514452	0.606779	1.23538	1.35426
3.02124	-0.542551	0.475521	1.32342	1.2985
3.04565	-0.499015	0.03064	1.42614	1.21274
3.35693	-0.409219	-0.46518	1.54018	1.09739
3.35083	-0.298776	-0.657241	1.66173	0.953332
2.27051	-0.185225	-0.431615	1.78672	0.782916
1.10474	-0.0808744	-0.0470023	1.91085	0.58961
0.524902	0.00120177	0.127801	2.02949	0.376752
0.463867	0.0490255	0.0104308	2.13755	0.147081
1.40991	0.0616123	-0.114954	2.22976	-0.0960375
2.20337	0.0571672	0.0831205	2.30109	-0.346374
2.9541	0.070372	0.61493	2.34742	-0.593159
3.04565	0.137397	1.11068	2.36599	-0.821285
2.64893	0.276213	1.1144	2.35556	-1.01363
2.38037	0.473444	0.463398	2.3162	-1.15459
1.7395	0.685386	-0.560983	2.249	-1.23326
0.775146	0.851777	-1.43167	2.1556	-1.2454
0.262451	0.914474	-1.74459	2.03788	-1.19405
-0.427246	0.834927	-1.4287	1.89763	-1.08882
-0.45166	0.606727	-0.688286	1.73639	-0.943887
-0.0671387	0.260086	0.179138	1.55553	-0.775211
0.695801	-0.142718	0.934371	1.35645	-0.597422
1.01929	-0.520854	1.43115	1.14094	-0.421234
0.488281	-0.796665	1.55575	0.911427	-0.252483
-0.286865	-0.919949	1.20937	0.670904	-0.0933192
-0.775146	-0.883382	0.424271	0.422674	0.0553528
-0.683594	-0.719648	-0.510483	0.169986	0.192036
-0.976562	-0.483167	-1.14658	-0.0841375	0.3144
-1.39771	-0.229821	-1.19889	-0.336934	0.419975
-1.62964	-0.00473719	-0.767377	-0.585918	0.506659
-2.24609	0.162306	-0.211169	-0.82894	0.572833
-3.19824	0.257005	0.151051	-1.06425	0.617277
-4.41895	0.277145	0.210511	-1.29066	0.638767
-5.23682	0.22849	0.0601574	-1.50766	0.635595
-4.60815	0.124949	-0.0781735	-1.71553	0.605875
-3.87573	-0.00609516	0.0396283	-1.91508	0.549328
-3.32642	-0.121583	0.492727	-2.10714	0.469708
-3.32031	-0.173157	1.03889	-2.29204	0.375856
-3.55835	-0.127153	1.2333	-2.46936	0.280379
-3.6499	0.0190862	0.798752	-2.63801	0.196781
-3.58887	0.234974	-0.105159	-2.79642	0.136686
-2.85034	0.4689	-0.976759	-2.94269	0.108266
-1.70288	0.667732	-1.3309	-3.0746	0.116193
-0.732422	0.793974	-1.02139	-3.18952	0.162586
0.0244141	0.83256	-0.317845	-3.28424	0.247874
-0.427246	0.785343	0.285306	-3.35503	0.370579
-0.622559	0.659063	0.395568	-3.39796	0.525919
-0.128174	0.457764	-0.00356364	-3.40936	0.704399
0.140381	0.186821	-0.52395	-3.38628	0.891999
0.378418	-0.137746	-0.690572	-3.32656	1.07203
0.769043	-0.485785	-0.34921	-3.22898	1.22738
1.40991	-0.81692	0.257225	-3.09322	1.34243
1.68457	-1.08767	0.75635	-2.91979	1.4047
1.5686	-1.26041	0.911171	-2.71002	1.40578
1.92871	-1.31274	0.699053	-2.466	1.34149
2.37427	-1.24186	0.28161	-2.1906	1.21148
2.15454	-1.06204	-0.0990599	-1.88745	1.01909
1.23901	-0.800875	-0.305106	-1.56082	0.770822
-0.250244	-0.498302	-0.406165	-1.21575	0.474843
-1.54419	-0.204005	-0.548361	-0.85831	0.138948
-2.52075	0.0323851	-0.726723	-0.495814	-0.230558
-2.67944	0.177264	-0.731636	-0.136756	-0.628261
-2.74658	0.227262	-0.342477	0.209545	-1.04752
-3.21655	0.212082	0.41137	0.533549	-1.47815
-3.97949	0.181814	1.17447	0.826084	-1.90553
-4.81567	0.185206	1.48986	1.07873	-2.31162
-4.91943	0.251993	1.16337	1.28406	-2.67698
-4.94385	0.387917	0.433693	1.43586	-2.9824
-5.15747	0.579772	-0.234353	1.5294	-3.20991
-5.51147	0.801775	-0.54155	1.56173	-3.3436
-5.98145	1.0194	-0.540028	1.53172	-3.37104
-6.18896	1.1935	-0.469724	1.44005	-3.2848
-6.2561	1.28744	-0.47869	1.28905	-3.08336
-6.09741	1.27592	-0.514561	1.08262	-2.77113
-5.2124	1.15227	-0.431312	0.826146	-2.35755
-4.40063	0.931409	-0.150368	0.526494	-1.85572
-3.9856	0.646557	0.248269	0.192036	-1.28084
-3.85742	0.338073	0.541814	-0.167504	-0.64965
-4.27246	0.0390737	0.506318	-0.541414	0.0191215
-4.48608	-0.234188	0.10265	-0.918562	0.703872
-4.43115	-0.481887	-0.453055	-1.28801	1.37991
-4.05273	-0.710868	-0.808477	-1.63949	2.02061
-3.10669	-0.921991	-0.708995	-1.96366	2.59979
-2.11792	-1.10205	-0.170978	-2.25214	3.09469
-0.628662	-1.22418	0.533926	-2.49742	3.48851
0.579834	-1.25615	1.05483	-2.69269	3.772
1.61743	-1.17298	1.15467	-2.83175	3.94359
2.4353	-0.969272	0.800087	-2.90906	4.00814
3.41797	-0.66589	0.148063	-2.91984	3.97471
4.71802	-0.306617	-0.524016	-2.86036	3.85446
5.82275	0.0537725	-0.939199	-2.72805	3.65928
6.09741	0.362647	-0.978035	-2.52158	3.40092
6.073	0.57676	-0.763815	-2.24106	3.0898
6.5918	0.665009	-0.53787	-1.88829	2.73373
8.46558	0.614441	-0.389081	-1.46695	2.33765
10.3699	0.44075	-0.147723	-0.982368	1.90549
11.4136	0.19193	0.361004	-0.441081	1.44305
11.4197	-0.0661832	0.970808	0.149658	0.959146
11.1023	-0.27702	1.21142	0.781941	0.464106
11.2671	-0.41392	0.770984	1.447	-0.032931
10.9314	-0.481445	-0.131585	2.13503	-0.525732
10.0342	-0.502692	-0.915256	2.83507	-1.01107
8.77075	-0.506026	-1.15531	3.53511	-1.48826
7.70874	-0.516267	-0.868119	4.22199	-1.95861
6.95801	-0.547209	-0.338035	4.88157	-2.42437
5.87158	-0.595171	0.191306	5.49901	-2.88687
4.91333	-0.638287	0.616759	6.05924	-3.34455
4.77295	-0.642916	0.906489	6.54747	-3.79152
5.06592	-0.571943	1.06576	6.94989	-4.21654
5.79834	-0.391716	1.13358	7.25438	-4.60229
6.48193	-0.0798727	1.12088	7.45136	-4.9253
6.89087	0.364629	0.95349	7.53444	-5.15758
6.72607	0.912084	0.516102	7.50078	-5.26994
5.46875	1.49771	-0.235103	7.35103	-5.2366
3.85132	2.02603	-1.19049	7.08886	-5.04039
2.83203	2.38724	-2.07114	6.72017	-4.67689
2.49634	2.48594	-2.48364	6.25241	-4.15576
3.38135	2.27408	-2.09307	5.69415	-3.49849
4.49219	1.77305	-0.870179	5.05515	-2.73344
5.13916	1.07219	0.772129	4.3466	-1.89056
4.49829	0.300859	2.10171	3.58127	-0.998142
3.08228	-0.415072	2.44044	2.77319	-0.0828216
1.95312	-0.990781	1.60237	1.93696	0.828314
1.40381	-1.3955	0.0883344	1.08687	1.70611
1.70898	-1.63855	-1.18553	0.236235	2.52023
2.19116	-1.74301	-1.49275	-0.602726	3.2423
2.64893	-1.72585	-0.779349	-1.41883	3.84978
2.79541	-1.5939	0.351206	-2.20173	4.32838
2.20337	-1.35318	1.10635	-2.94187	4.67236
1.89209	-1.02167	1.03927	-3.63065	4.88296
1.84326	-0.634941	0.292128	-4.26069	4.966
2.27051	-0.239475	-0.564069	-4.82605	4.93043
2.47803	0.120874	-0.964756	-5.32216	4.78784
2.14844	0.414755	-0.751418	-5.74582	4.55224
2.22168	0.62449	-0.225055	-6.09506	4.23926
2.68555	0.743415	0.184555	-6.36918	3.86494
3.25317	0.775663	0.2988	-6.56865	3.44512
3.95508	0.73689	0.243898	-6.69491	2.99548
4.13818	0.651071	0.205974	-6.75012	2.53146
4.6875	0.542997	0.21861	-6.737	2.06769
5.05981	0.43107	0.187862	-6.65874	1.61693
5.19409	0.32429	0.0481097	-6.51901	1.18928
5.18799	0.222629	-0.167634	-6.32189	0.791591
4.84009	0.118931	-0.376383	-6.07203	0.426981
5.33447	0.00294809	-0.497177	-5.77464	0.0947443
6.02417	-0.131273	-0.452208	-5.43555	-0.20876
6.69556	-0.277535	-0.18912	-5.06095	-0.488244
6.32324	-0.416703	0.220132	-4.65716	-0.747736
4.84619	-0.527153	0.521953	-4.23051	-0.990365
3.61328	-0.599798	0.4306	-3.78759	-1.21984
3.302	-0.643465	-0.0673008	-3.33557	-1.44189
3.6499	-0.673325	-0.578088	-2.8823	-1.6636
3.86963	-0.692538	-0.594311	-2.43605	-1.89057
3.16772	-0.684933	0.00545751	-2.00495	-2.12411
2.34375	-0.625454	0.78303	-1.59665	-2.36052
1.5625	-0.49792	1.1203	-1.21819	-2.59238
1.36108	-0.304787	0.780418	-0.875975	-2.81039
0.970459	-0.064173	0.0818143	-0.575733	-3.00431
0	0.198324	-0.455806	-0.322295	-3.16342
-0.476074	0.454795	-0.578862	-0.119505	-3.27719
-0.378418	0.678389	-0.396378	0.0298422	-3.33622
0.0671387	0.849525	-0.119761	0.124136	-3.33243
0.0793457	0.961715	0.137934	0.163193	-3.25859
-0.396729	1.01967	0.312081	0.148438	-3.10842
-0.579834	1.03015	0.305362	0.0828759	-2.87776
-0.695801	0.994545	0.0720328	-0.0291315	-2.56622
